,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
777,778,Male,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,N,No,13,41
778,779,Female,1,1992-02-10,Staff Accountant III,Health,High Net Worth,N,No,7,25
779,780,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,N,No,20,44
780,781,Male,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,N,No,17,59
781,782,Female,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,N,No,17,41
782,783,Male,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14,32
783,784,Male,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,N,Yes,22,40
784,785,Female,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18,38
785,786,Male,34,1985-02-14,,Financial Services,Affluent Customer,N,No,16,32
786,787,Female,29,1996-12-15,,Retail,Affluent Customer,N,Yes,2,21
787,788,Male,62,1964-07-01,Social Worker,Health,Mass Customer,N,No,11,53
788,789,Female,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,39
789,790,Female,22,1968-03-24,Senior Editor,,Affluent Customer,N,No,15,49
790,791,Female,3,1968-09-29,Professor,Manufacturing,Mass Customer,N,Yes,14,49
791,792,Male,10,1975-11-19,Structural Engineer,,High Net Worth,N,Yes,4,42
792,793,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,N,Yes,9,28
793,794,Male,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,62
794,795,Female,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,N,No,18,44
795,796,Female,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,N,No,2,20
796,797,Female,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,N,No,19,44
797,798,Female,22,1988-05-20,Teacher,Financial Services,High Net Worth,N,No,5,29
799,800,Male,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8,39
800,801,Male,28,1980-10-08,Geologist IV,,Affluent Customer,N,No,20,37
801,802,Female,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3,31
802,803,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3,18
803,804,Female,98,1999-06-17,Technical Writer,,High Net Worth,N,Yes,1,18
804,805,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,No,10,57
805,806,Male,66,1992-07-28,Sales Representative,Retail,Mass Customer,N,Yes,7,25
806,807,Female,48,1980-11-25,Safety Technician I,,Affluent Customer,N,No,16,37
807,808,Male,21,1979-11-21,Social Worker,Health,High Net Worth,N,Yes,17,38
808,809,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,N,No,18,40
809,810,Female,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,19
810,811,Male,6,1984-01-13,Nurse Practicioner,,Mass Customer,N,No,8,33
811,812,Female,1,1989-09-22,,Financial Services,Mass Customer,N,No,16,28
812,813,Female,12,1962-03-21,Account Representative III,Health,Mass Customer,N,No,14,55
813,814,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14,58
814,815,Female,47,1974-07-06,,Manufacturing,Mass Customer,N,Yes,22,43
815,816,Female,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,15,60
816,817,Male,38,1992-04-08,Editor,Financial Services,Mass Customer,N,Yes,6,25
817,818,Female,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,44
818,819,Male,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5,42
819,820,Female,12,1977-01-06,,Financial Services,High Net Worth,N,No,16,40
820,821,Male,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,36
821,822,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,N,No,17,43
822,823,Female,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,N,No,9,27
823,824,Female,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12,40
824,825,Male,17,1975-08-15,Computer Systems Analyst IV,,Affluent Customer,N,Yes,16,42
825,826,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1,19
826,827,Female,90,1996-05-07,,Health,Affluent Customer,N,No,5,21
827,828,Female,93,1957-12-14,,Health,Mass Customer,N,Yes,20,60
828,829,Male,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,N,Yes,2,16
829,830,Male,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,N,No,6,36
830,831,Male,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,N,No,11,44
831,832,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,No,14,40
832,833,Male,9,1995-10-03,Safety Technician II,,High Net Worth,N,Yes,4,22
833,834,Male,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,N,No,3,44
834,835,Male,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9,49
835,836,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9,27
836,837,Male,4,1957-01-11,Internal Auditor,,Mass Customer,N,Yes,13,60
837,838,Male,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,N,No,15,46
839,840,Male,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,N,Yes,19,53
840,841,Male,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,51
841,842,Male,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,N,No,2,18
842,843,Male,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,N,Yes,9,28
843,844,Male,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,39
844,845,Female,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,N,No,3,44
845,846,Male,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,N,No,17,63
846,847,Female,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,N,No,9,26
847,848,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,N,No,13,38
848,849,Male,72,1969-09-15,Librarian,Entertainment,Mass Customer,N,No,10,48
849,850,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,N,No,1,17
850,851,Female,19,1987-12-30,Project Manager,,Affluent Customer,N,Yes,2,30
851,852,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2,17
852,853,Female,26,1981-10-04,Media Manager I,Retail,Mass Customer,N,Yes,16,36
853,854,Female,35,2000-10-24,Marketing Manager,,Affluent Customer,N,No,2,17
854,855,Female,74,1974-10-26,General Manager,Retail,High Net Worth,N,Yes,16,43
855,856,Male,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,N,Yes,9,29
856,857,Female,15,1964-08-14,General Manager,,High Net Worth,N,No,4,53
857,858,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,N,Yes,9,37
858,859,Female,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,N,Yes,7,39
859,860,Female,80,1980-08-12,,,High Net Worth,N,Yes,7,37
860,861,Female,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17,40
861,862,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,40
862,863,Female,19,1961-09-10,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,56
863,864,Male,6,1970-03-06,,Retail,High Net Worth,N,Yes,4,47
864,865,Female,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19,52
865,866,Male,28,1973-01-05,Associate Professor,,Affluent Customer,N,Yes,14,44
866,867,Female,12,1973-05-10,VP Marketing,,Mass Customer,N,No,17,44
867,868,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,Yes,11,38
868,869,Female,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,N,Yes,10,33
869,870,Male,63,1964-01-29,Pharmacist,Health,Mass Customer,N,No,6,53
870,871,Female,40,1992-01-20,,,Mass Customer,N,Yes,5,25
871,872,Female,47,1971-04-28,Structural Engineer,IT,Mass Customer,N,No,13,46
872,873,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,N,Yes,20,58
873,874,Male,78,2001-05-05,,Health,Mass Customer,N,Yes,1,16
874,875,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2,18
875,876,Male,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,N,No,19,49
876,877,Female,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3,29
877,878,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9,35
878,879,Female,58,1978-08-02,,,Mass Customer,N,No,12,39
879,880,Female,11,1963-12-31,Internal Auditor,,High Net Worth,N,Yes,10,54
880,881,Female,82,1980-05-07,Information Systems Manager,,High Net Worth,N,No,15,37
881,882,Female,59,1965-09-29,,Property,Mass Customer,N,Yes,11,52
883,884,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,N,No,17,39
884,885,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,N,No,18,51
885,886,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11,43
886,887,Male,55,1997-11-17,,Manufacturing,High Net Worth,N,No,1,20
887,888,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,N,No,10,54
888,889,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Yes,10,50
889,890,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,N,Yes,15,43
890,891,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,N,Yes,9,36
892,893,Male,97,1983-09-11,Geologist I,IT,Mass Customer,N,No,16,34
893,894,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,47
894,895,Female,58,1966-09-03,,,Mass Customer,N,Yes,12,51
895,896,Female,25,1978-06-10,VP Sales,,Mass Customer,N,No,15,39
896,897,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11,48
897,898,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,No,16,40
898,899,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12,54
899,900,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,27
900,901,Female,13,1975-04-27,,Retail,Mass Customer,N,Yes,16,42
901,902,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,N,No,18,28
902,903,Male,46,1961-07-03,,Financial Services,Mass Customer,N,No,14,56
903,904,Female,51,1974-05-06,Database Administrator II,,High Net Worth,N,Yes,11,43
904,905,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12,39
905,906,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3,19
906,907,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,N,Yes,17,39
907,908,Female,86,1980-08-28,,Financial Services,Affluent Customer,N,Yes,17,37
908,909,Female,77,1960-01-04,Operator,,High Net Worth,N,Yes,8,57
909,910,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,No,14,31
910,911,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,No,3,43
911,912,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,N,Yes,19,49
912,913,Female,67,2000-10-28,,Financial Services,Mass Customer,N,No,1,17
913,914,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2,18
914,915,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7,33
915,916,Female,18,1991-06-18,Recruiter,,Affluent Customer,N,No,8,26
916,917,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,N,No,19,53
917,918,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13,42
918,919,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,N,Yes,13,30
919,920,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,Yes,19,41
920,921,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7,38
921,922,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,N,No,19,45
922,923,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19,40
923,924,Male,33,1976-11-08,Computer Systems Analyst II,,Affluent Customer,N,No,13,41
924,925,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16,39
925,926,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,N,No,10,52
926,927,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,18,51
927,928,Male,61,1973-05-14,Associate Professor,,High Net Worth,N,Yes,18,44
928,929,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13,52
929,930,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,8,46
930,931,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1,18
931,932,Female,30,1989-07-20,Graphic Designer,,Mass Customer,N,No,18,28
932,933,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5,21
933,934,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6,21
934,935,Male,76,1994-09-12,Marketing Manager,,Mass Customer,N,Yes,3,23
935,936,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3,29
936,937,Male,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15,32
937,938,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7,21
938,939,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6,56
939,940,Female,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,9,30
940,941,Male,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1,22
941,942,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14,43
942,943,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15,38
943,944,Female,53,1976-01-12,,Manufacturing,Mass Customer,N,No,15,41
944,945,Male,59,1998-08-26,Human Resources Manager,,High Net Worth,N,Yes,1,19
945,946,Female,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,12,56
946,947,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,N,No,10,31
947,948,Male,19,1969-08-09,Recruiting Manager,,Affluent Customer,N,No,10,48
948,949,Male,18,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3,42
950,951,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1,18
951,952,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6,46
952,953,Female,16,1979-05-23,,,Mass Customer,N,No,7,38
953,954,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7,22
954,955,Female,78,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9,28
955,956,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9,57
956,957,Female,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,23
957,958,Male,15,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18,53
958,959,Female,3,1986-10-26,Staff Scientist,,Affluent Customer,N,Yes,21,31
959,960,Male,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12,49
960,961,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,6,31
961,962,Male,49,1977-09-07,VP Product Management,,High Net Worth,N,Yes,17,40
962,963,Female,56,1968-07-28,Budget/Accounting Analyst I,,High Net Worth,N,Yes,16,49
963,964,Female,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6,23
964,965,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5,20
965,966,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5,39
966,967,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1,18
967,968,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16,62
968,969,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18,39
969,970,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14,37
970,971,Male,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,22,29
971,972,Female,81,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,10,36
972,973,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15,38
973,974,Female,92,1991-06-07,Administrative Assistant IV,,Mass Customer,N,Yes,4,26
975,976,Male,10,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10,46
976,977,Female,65,1959-11-30,Staff Accountant III,,High Net Worth,N,Yes,13,58
977,978,Female,40,1982-01-31,Nurse Practicioner,,High Net Worth,N,No,15,35
978,979,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12,58
979,980,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,N,No,8,39
980,981,Male,0,1973-02-19,,Retail,Mass Customer,N,No,11,44
981,982,Male,14,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6,57
983,984,Male,89,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16,63
984,985,Female,29,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,No,15,47
985,986,Male,3,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8,23
986,987,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11,43
987,988,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7,36
988,989,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,17,35
989,990,Female,56,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14,41
990,991,Female,11,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10,26
991,992,Female,6,1958-11-25,,Property,Mass Customer,N,Yes,8,59
992,993,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17,40
993,994,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5,40
994,995,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,19,52
996,997,Male,30,1981-07-03,Teacher,Telecommunications,Mass Customer,N,Yes,13,36
997,998,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5,52
998,999,Female,12,1988-04-10,Recruiting Manager,,High Net Worth,N,No,4,29
999,1000,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,11,39
1000,1001,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14,38
1001,1002,Male,65,1978-08-30,Business Systems Development Analyst,,Mass Customer,N,Yes,18,39
1002,1003,Female,35,1968-02-03,Paralegal,Financial Services,High Net Worth,N,No,18,49
1003,1004,Male,35,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,22,42
1004,1005,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8,50
1005,1006,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19,40
1006,1007,Male,58,1996-06-08,,Retail,Mass Customer,N,No,5,21
1007,1008,Female,47,1975-11-10,Teacher,,Mass Customer,N,No,21,42
1008,1009,Female,16,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,13,60
1009,1010,Male,24,1963-01-26,Nurse,Financial Services,Affluent Customer,N,No,17,54
1010,1011,Female,42,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,10,32
1011,1012,Female,20,1955-05-20,Software Test Engineer III,,High Net Worth,N,Yes,11,62
1012,1013,Female,53,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,No,17,41
1013,1014,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8,57
1014,1015,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17,62
1015,1016,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17,58
1016,1017,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16,38
1017,1018,Male,1,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7,23
1018,1019,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,44
1019,1020,Female,29,1975-11-10,,IT,Affluent Customer,N,No,13,42
1020,1021,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7,40
1021,1022,Female,56,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14,27
1022,1023,Female,16,1991-07-23,,Financial Services,Affluent Customer,N,Yes,6,26
1023,1024,Female,17,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,2,25
1024,1025,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5,20
1025,1026,Male,66,1994-07-29,,Financial Services,Affluent Customer,N,No,4,23
1026,1027,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,No,18,51
1027,1028,Male,10,1999-08-11,Project Manager,,High Net Worth,N,No,1,18
1028,1029,Male,71,1997-02-15,VP Sales,,Mass Customer,N,No,4,20
1029,1030,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,N,No,5,55
1030,1031,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,6,34
1031,1032,Female,36,1978-07-18,Executive Secretary,,Mass Customer,N,Yes,18,39
1032,1033,Male,70,1995-01-06,,,Affluent Customer,N,Yes,3,22
1033,1034,Male,16,1976-05-12,,,High Net Worth,N,Yes,3,41
1034,1035,Female,77,1976-11-02,Operator,Retail,Affluent Customer,N,Yes,5,41
1035,1036,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,N,Yes,12,48
1036,1037,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10,61
1038,1039,Female,24,1975-03-14,,,High Net Worth,N,Yes,15,42
1039,1040,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,N,No,9,42
1040,1041,Male,95,1959-05-25,,Property,Affluent Customer,N,No,15,58
1041,1042,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11,41
1042,1043,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,16,31
1044,1045,Female,88,1986-05-08,,Financial Services,Mass Customer,N,Yes,19,31
1045,1046,Female,0,1955-07-23,Budget/Accounting Analyst II,,Affluent Customer,N,No,11,62
1046,1047,Male,39,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,11,39
1047,1048,Male,99,1976-06-08,Internal Auditor,,Affluent Customer,N,No,15,41
1048,1049,Male,35,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2,21
1049,1050,Female,7,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,15,44
1050,1051,Female,34,1977-09-29,Help Desk Technician,Property,High Net Worth,N,Yes,14,40
1051,1052,Female,31,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,No,3,31
1052,1053,Male,98,1962-05-20,,Manufacturing,Mass Customer,N,Yes,8,55
1053,1054,Male,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13,34
1054,1055,Female,30,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,N,No,12,29
1055,1056,Male,96,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6,51
1056,1057,Female,73,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5,48
1057,1058,Female,37,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,4,30
1058,1059,Female,68,1968-02-16,Account Representative III,Entertainment,High Net Worth,N,Yes,6,49
1059,1060,Female,88,1961-11-23,Associate Professor,Argiculture,Affluent Customer,N,Yes,13,56
1060,1061,Male,34,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,No,19,29
1061,1062,Female,32,1975-09-28,Junior Executive,,Mass Customer,N,No,14,42
1062,1063,Male,22,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,13,30
1063,1064,Male,3,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,8,40
1064,1065,Male,8,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,8,55
1065,1066,Male,45,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,12,22
1066,1067,Female,13,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,13,52
1067,1068,Male,5,1995-03-21,,Health,Mass Customer,N,Yes,3,22
1068,1069,Male,85,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,15,41
1069,1070,Male,5,1995-06-04,Account Representative IV,,Mass Customer,N,No,1,22
1070,1071,Male,68,1986-12-29,,Retail,High Net Worth,N,No,1,31
1071,1072,Male,60,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,60
1072,1073,Female,77,1980-02-25,Associate Professor,,Affluent Customer,N,Yes,7,37
1073,1074,Male,43,1974-07-14,Accounting Assistant IV,,High Net Worth,N,Yes,18,43
1074,1075,Male,26,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7,50
1075,1076,Male,33,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2,17
1076,1077,Female,8,1955-10-11,,Telecommunications,Mass Customer,N,Yes,18,62
1077,1078,Male,69,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,20,41
1078,1079,Male,70,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18,39
1079,1080,Female,70,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2,18
1080,1081,Female,25,1985-10-21,Social Worker,Health,Mass Customer,N,No,16,32
1082,1083,Male,46,1996-08-07,VP Product Management,,Affluent Customer,N,No,1,21
1083,1084,Female,54,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8,23
1084,1085,Male,4,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,8,42
1085,1086,Male,84,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,4,28
1086,1087,Female,39,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,38
1087,1088,Female,19,1989-07-21,Design Engineer,,High Net Worth,N,Yes,3,28
1088,1089,Female,90,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,12,29
1089,1090,Female,15,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17,42
1090,1091,Male,19,1980-04-15,,Health,Mass Customer,N,No,15,37
1091,1092,Female,56,1977-08-22,VP Quality Control,Retail,Mass Customer,N,No,5,40
1092,1093,Female,63,1996-09-13,Business Systems Development Analyst,,Affluent Customer,N,No,5,21
1093,1094,Male,48,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,19,42
1094,1095,Female,2,1958-08-29,Project Manager,Health,Mass Customer,N,No,6,59
1095,1096,Male,33,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,14,48
1096,1097,Female,71,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18,49
1097,1098,Female,99,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12,28
1098,1099,Male,12,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11,42
1099,1100,Male,59,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,15,34
